업종,브랜드,상호,가맹사업 개시일,가맹사업 년수,가맹점수,가맹본부 임직원수,가맹점수,신규개점,계약종료,계약해지,명의변경,"가맹점
평균매출액","가맹점
면적(3.3㎡)당
평균매출액","가입비
(가맹비)",교육비,보증금,"기타비용
(인테리어
비용포함)","합계
(창업비용
지수)","면적당(3.3㎡)
비용","기준면적
(㎡)",총 비용
한식,고기굽는방앗간,(주)행복한상상에프앤비,2019-05-20,1년 10개월,3,11명,3,3,0,0,0,0,0,"8,800","3,300","3,000","86,050","101,150
(.00)","1,500",99,"45,000"
한식,도둑고기,(주)행복한상상에프앤비,2017-09-20,3년 6개월,31,11명,31,7,0,3,2,"556,107","13,687","8,800","3,300","3,000","86,050","101,150
(.00)","1,500",99,"45,000"
한식,화통삼,(주)행복한상상에프앤비,2013-01-02,8년 2개월,37,11명,37,0,0,22,0,"334,118","8,605","8,800","2,200","3,000","76,450","90,450
(.00)","1,320",99,"39,600"
한식,굴마을낙지촌,(주)두둑한행복,2004-04-10,16년 11개월,33,19명,33,1,0,7,0,"345,326","9,686","5,500","5,500",0,"87,010","98,010
(.00)","1,870",66,"37,400"
한식,두둑한샤브칼국수,(주)두둑한행복,2018-11-28,2년 4개월,4,19명,4,5,0,1,0,0,0,"5,500","5,500",0,"86,260","97,260
(.00)","1,430",99,"42,900"
한식,코다차야,(주)코다,2013-08-09,7년 7개월,14,10명,14,0,0,1,0,"1,917,239","10,938","22,000","5,500","30,000","314,980","372,480
(1.00)","1,755",396,"210,600"
한식,신의계시,(주)포앤씨,2018-09-18,2년 6개월,2,4명,2,1,2,0,0,0,0,"5,500","3,300","9,000","67,400","85,200
(.00)","1,650",99,"49,500"
한식,드림숯불갈비,농업회사법인(유)두레,가맹사업 개시 전,0년 0개월,0,10명,0,0,0,0,0,0,0,"11,000","5,500","5,000","137,500","159,000
(1.00)","1,980",165,"99,000"
한식,새벽나주곰탕,(주)보성녹돈,2018-10-29,2년 5개월,0,6명,0,0,0,0,0,0,0,"33,000","5,500","20,000","365,200","423,700
(1.00)","3,300",198,"198,000"
한식,한패,(주)보성녹돈,2015-05-21,5년 10개월,6,6명,6,0,0,5,0,"383,180","6,050","11,000","2,200","5,000","77,000","95,200
(.00)","1,430",99,"42,900"
한식,흥주선비국밥,흥주푸드,2017-08-07,3년 7개월,3,1명,3,0,0,0,0,0,0,"5,500","5,500",0,"6,600","17,600
(.00)",0,99,0
한식,"고기,원칙",(주)반반한행복,2017-04-24,3년 11개월,52,9명,52,35,0,1,0,"470,886","13,979","11,000","4,400",0,"73,370","88,770
(.00)","1,419",99,"42,570"
한식,삼화식당1972,(주)고릴라에프앤디,가맹사업 개시 전,0년 0개월,0,10명,0,0,0,0,0,0,0,"11,000","2,200","5,000","142,615","160,815
(1.00)","1,650",99,"49,500"
한식,사람사는고깃집김일도,(주)고릴라에프앤디,2018-04-06,2년 11개월,13,10명,13,4,0,0,1,"1,055,353","18,581","11,000","3,300","5,000","115,225","134,525
(.00)","1,650",132,"66,000"
한식,한교방,(주)한교방,가맹사업 개시 전,0년 0개월,0,3명,0,0,0,0,0,0,0,"11,000","6,600","8,000","104,500","130,100
(.00)","1,980",99,"59,400"
한식,김둘레순대국,(주)둘레,2015-07-17,5년 8개월,16,36명,16,4,0,2,2,"472,932","16,265","5,500","3,300","3,000","67,650","79,450
(.00)","1,870",66,"37,400"
한식,전주남문조춘자토종피순대국,(주)비엔에스푸드,2013-04-02,7년 11개월,28,30명,28,3,0,13,5,"280,683","7,570","9,900","2,200","5,000","55,000","72,100
(.00)","1,100",66,"22,000"
한식,두꺼비식당,(주)아시아푸드리퍼블릭,2019-12-10,1년 3개월,1,38명,1,1,0,0,0,0,0,"11,000","5,500","10,000","108,900","135,400
(.00)","2,200",99,"66,000"
한식,정가대박집,(주)정웅,2009-12-24,11년 3개월,34,7명,34,3,0,2,0,"621,258","6,056","8,800","2,200","3,000","201,400","215,400
(1.00)","1,650",264,"132,000"
한식,맛없으면 환불해주는 장군집,(주)썩세스웨이,2020-04-01,0년 11개월,15,7명,15,15,0,0,0,"976,502","53,264","22,000","5,500",0,"15,571","43,071
(.00)",0,0,0
한식,마음을 담은 김치찌개,(주)마음을담은,2018-01-02,3년 2개월,14,3명,14,8,0,8,0,"213,154","12,457","3,300","2,200","10,000","27,500","43,000
(.00)","1,100",33,"11,000"
한식,인생해장국,(주)인화티에프에스,2018-09-01,2년 6개월,13,22명,13,10,0,1,1,"326,422","11,526","5,500","3,300","3,000","74,310","86,110
(.00)","1,430",99,"42,900"
한식,굿맘할매순대국&양선지해장국,(주)인화티에프에스,2017-01-01,4년 2개월,56,22명,56,7,0,7,4,"367,974","15,336","5,500","3,300","3,000","53,410","65,210
(.00)","1,320",66,"26,400"
한식,쉐프삼촌,(주)쿡피플,2016-05-16,4년 10개월,28,5명,28,2,0,3,6,0,0,"13,200","3,300",0,"74,800","91,300
(.00)","1,870",66,"37,400"
한식,매일메로찜,매일메로,가맹사업 개시 전,0년 0개월,0,1명,0,0,0,0,0,0,0,"5,500","3,300","2,000","38,720","49,520
(.00)","2,640",26,"21,120"
한식,이동진꼬끼오닭개장,(주)이동진꼬끼오닭개장,2020-03-31,1년 0개월,0,3명,0,0,0,0,0,0,0,0,0,0,250,"250
(.00)",0,0,0
한식,팜팜대패,팜팜대패체인사업부,2018-09-01,2년 6개월,11,1명,11,10,0,0,1,"80,226","16,381","5,500","5,500","2,000","107,580","120,580
(.00)","1,650",132,"66,000"
한식,최고남 직화짜글이,㈜모두여는세상,2020-03-31,1년 0개월,0,9명,0,0,0,0,0,0,0,"3,300","3,300",0,"27,500","34,100
(.00)","1,210",33,"12,100"
한식,모두뼈다귀감자탕,(주)엠디에프시파트너스,2019-03-20,2년 0개월,3,3명,3,3,0,0,0,0,0,"3,300","3,300",0,"45,430","52,030
(.00)","2,310",33,"23,100"
한식,신단설렁탕,진대푸드,2014-08-19,6년 7개월,8,3명,8,3,0,4,0,"147,273","3,306","3,300","2,200",0,"29,700","35,200
(.00)","1,100",50,"16,500"
한식,구백도,칠공공비어(주),2018-04-13,2년 11개월,3,8명,3,1,0,1,0,0,0,"5,500","2,200","2,000","45,430","55,130
(.00)","1,760",40,"21,120"
한식,능이와백숙,능이와백숙,가맹사업 개시 전,0년 0개월,0,2명,0,0,0,0,0,0,0,"5,500","3,300","2,000","72,600","83,400
(.00)","1,650",99,"49,500"
한식,88선수촌,(주)미담제작소,2020-03-30,1년 0개월,15,23명,15,19,0,4,0,"522,572","21,773","11,000","5,500","3,000","68,200","87,700
(.00)","1,870",66,"37,400"
한식,두리맛감자탕,(주)두리맛푸드,2009-06-10,11년 9개월,21,3명,21,3,3,1,1,"529,286","9,667","8,800","2,200","3,000","95,700","109,700
(.00)","1,320",165,"66,000"
한식,정성육회,만남컴퍼니,2019-12-08,1년 3개월,3,1명,3,3,0,0,0,0,0,"5,500","8,800","2,000","48,950","65,250
(.00)","1,650",66,"33,000"
한식,주순희찌개마을시골촌,(주)순희에프앤비,2009-11-10,11년 4개월,9,2명,9,0,3,2,0,"237,960","7,622","5,500","2,200",0,"67,100","74,800
(.00)","1,320",99,"39,600"
한식,예향정,"(주)디케이코리아(D.KKOREACo.,LTD)",2015-08-06,5년 7개월,41,5명,41,2,0,7,6,"425,277","9,214","5,500","3,300","3,000","150,200","162,000
(1.00)","1,550",198,"93,000"
한식,삼삼정육점,호세야(주),가맹사업 개시 전,0년 0개월,0,10명,0,0,0,0,0,0,0,0,0,0,"22,000","22,000
(.00)","1,320",33,"13,200"
한식,호세야오리바베큐,호세야(주),2014-09-01,6년 6개월,84,10명,84,11,0,7,5,"90,009","8,053",0,0,0,"74,800","74,800
(.00)","1,628",82,"40,700"
한식,차돌육미,(주)베스트에프앤씨,2018-12-07,2년 3개월,6,11명,6,3,0,4,1,"262,491","8,536","11,000","5,500","3,000","77,000","96,500
(.00)","2,200",66,"44,000"
한식,전주팔미콩나물국밥,(주)베스트에프앤씨,2016-10-20,4년 5개월,23,11명,23,1,0,1,0,"403,856","11,684","11,000","5,500","3,000","77,000","96,500
(.00)","2,200",66,"44,000"
한식,도토리편백집,(주)에이컨,2017-12-08,3년 3개월,21,7명,21,13,0,0,0,"584,007","15,295","11,000","5,500","5,000","139,000","160,500
(1.00)","1,700",99,"51,000"
한식,주인이직접고운진짜갈비탕,나도갈비탕,2018-09-18,2년 6개월,2,1명,2,1,0,1,0,0,0,"5,500","3,300","2,000","98,450","109,250
(.00)","2,200",99,"66,000"
한식,제주돈식당,비에스엔알프랜차이즈,가맹사업 개시 전,0년 0개월,0,1명,0,0,0,0,0,0,0,"11,000","3,300",0,"110,350","124,650
(.00)","1,980",99,"59,400"
한식,김덕후의차돌조,(주)김덕후컴퍼니,2017-12-21,3년 3개월,2,10명,2,0,0,1,0,0,0,"11,000","3,300","5,000","110,000","129,300
(.00)","2,530",99,"75,900"
한식,양평서울해장국 큰아들집,(주)정금F&C,2017-08-15,3년 7개월,8,17명,8,1,0,3,0,"334,190","7,466","5,500","3,300","5,000","89,100","102,900
(.00)","1,430",99,"42,900"
한식,서울편백찜,(주)서울편백찜,2020-03-26,1년 0개월,0,8명,0,0,0,0,0,0,0,"16,500","5,500","5,000","78,509","105,509
(.00)","1,870",66,"37,400"
한식,홍은이닭지그리,홍은이,가맹사업 개시 전,0년 0개월,0,1명,0,0,0,0,0,0,0,"5,500","2,200","5,000","132,550","145,250
(.00)","1,650",165,"82,500"
한식,싸다구족발&보쌈,일당백푸드,2020-03-02,1년 0개월,0,0명,0,0,0,0,0,0,0,"2,200","2,200","1,000",0,"5,400
(.00)","1,320",50,"19,800"
한식,밥하기싫은날 후루룩손칼국수,밥하기싫은날,2016-07-13,4년 8개월,4,1명,4,0,0,1,0,0,0,"11,000","7,700",0,"169,400","188,100
(1.00)","1,870",165,"93,500"
한식,김명자낙지마당,(주)김명자,2009-01-01,12년 2개월,42,6명,42,8,27,0,0,"450,252","10,624","5,500","5,500","3,000","70,950","84,950
(.00)","1,210",99,"36,300"
한식,갈비명가 궁,(주)지에스이푸드,가맹사업 개시 전,0년 0개월,0,15명,0,0,0,0,0,0,0,"22,000","3,300",0,"272,800","298,100
(1.00)","1,650",264,"132,000"
한식,갈비명가 서서갈비,(주)지에스이푸드,가맹사업 개시 전,0년 0개월,0,15명,0,0,0,0,0,0,0,"11,000","3,300",0,"113,520","127,820
(.00)","1,320",132,"52,800"
한식,배양리두루치기,돈더미,2018-10-30,2년 5개월,2,1명,2,2,0,0,0,0,0,"11,000","5,500","5,000","110,500","132,000
(.00)","2,200",99,"66,000"
한식,강씨가문의족발,꿈을삶는사람들,2020-03-18,1년 0개월,4,1명,4,4,0,0,0,0,0,"11,000","3,300","5,000","88,300","107,600
(.00)","1,500",99,"45,000"
한식,한방전주콩나물국밥,(주)한사랑푸드,2012-02-21,9년 1개월,58,20명,58,3,0,0,0,"398,355","12,095","5,500","2,200","3,000","82,500","93,200
(.00)","1,320",99,"39,600"
한식,조s해물포차,조스해물포차,2019-07-01,1년 8개월,2,2명,2,2,0,0,0,0,0,"11,000","5,500","3,000","97,020","116,520
(.00)","1,430",99,"42,900"
한식,별난돼지 김치찌개 & 뒷고기,아름애프앤씨(F&C),2018-02-06,3년 1개월,5,1명,5,0,0,0,0,"348,284","8,795","7,700","3,300","3,000","112,200","126,200
(.00)","1,320",165,"66,000"
한식,박수연의 국가1등 삼겹대패,국가대패,가맹사업 개시 전,0년 0개월,0,1명,0,0,0,0,0,0,0,"3,300","5,500","5,000","144,100","157,900
(1.00)","1,980",165,"99,000"
한식,황소궁뎅이,퇴근후생고기,가맹사업 개시 전,0년 0개월,0,2명,0,0,0,0,0,0,0,"5,500","3,300","2,000","69,190","79,990
(.00)","1,650",66,"33,000"
한식,속초명가,우성푸드,가맹사업 개시 전,0년 0개월,0,1명,0,0,0,0,0,0,0,0,"5,500","5,000","118,800","129,300
(.00)","2,200",132,"88,000"
한식,조선양평해장국,조선양평해장국,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"6,600","3,300","5,000","79,750","94,650
(.00)","1,650",99,"49,500"
한식,이공족발,이공족발,가맹사업 개시 전,0년 0개월,0,3명,0,0,0,0,0,0,0,"5,000","5,000","3,000",0,"13,000
(.00)",341,436,"45,000"
한식,유림회관,(주)더글로벌코리아,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"11,000","5,500",0,"60,500","77,000
(.00)","2,200",50,"33,000"
한식,어찬바다해물찜,부산창업앤,2019-04-30,1년 11개월,2,0명,2,2,0,0,1,0,0,"11,000","3,300","2,000","80,190","96,490
(.00)","1,540",99,"46,200"
한식,순희가(순희家),(유)순희네에프앤비,가맹사업 개시 전,0년 0개월,0,29명,0,0,0,0,0,0,0,"11,000","3,300","4,000","46,200","64,500
(.00)","1,540",50,"23,100"
한식,육해공통바베큐,(주)포트리스,가맹사업 개시 전,0년 0개월,0,2명,0,0,0,0,0,0,0,"5,500","3,300","3,000","75,150","86,950
(.00)","1,430",99,"42,900"
한식,김프로부대찌개,혜담,2019-09-20,1년 6개월,4,1명,4,4,0,0,0,0,0,"11,000","3,300","3,000","99,000","116,300
(.00)","1,760",99,"52,800"
한식,하솜면가 육전메밀,(주)하솜면가,가맹사업 개시 전,0년 0개월,0,3명,0,0,0,0,0,0,0,"10,000","5,000","3,000","143,238","161,238
(1.00)","1,980",165,"99,000"
한식,북성회관,북성회관,가맹사업 개시 전,0년 0개월,0,2명,0,0,0,0,0,0,0,"5,500","2,200","5,000","21,450","34,150
(.00)","1,320",99,"39,600"
한식,킹부대찌개테이크아웃,킹부대찌개테이크아웃본점,2018-05-26,2년 10개월,20,1명,20,12,0,5,0,"51,290","5,310",0,"3,850",0,"15,950","19,800
(.00)",550,33,"5,500"
한식,팔백국밥,팔백식품,2012-12-03,8년 3개월,17,1명,17,4,0,5,1,"152,886","6,506","5,500","3,300","2,000","66,000","76,800
(.00)","1,430",99,"42,900"
한식,오마이찬,(주)로열푸드코리아,가맹사업 개시 전,0년 0개월,0,65명,0,0,0,0,0,0,0,"5,500","3,300","3,000","49,500","61,300
(.00)","2,200",33,"22,000"
한식,우향,(주)로열푸드코리아,가맹사업 개시 전,0년 0개월,0,65명,0,0,0,0,0,0,0,"5,500","3,300","3,000","115,940","127,740
(.00)","2,200",99,"66,000"
한식,돼지상륙작전,돼지상륙작전,가맹사업 개시 전,0년 0개월,0,1명,0,0,0,0,0,0,0,"3,300","2,200","5,000","27,604","38,104
(.00)","1,300",33,"13,000"
한식,국물두루치기,국두(K.Dcompany),2019-07-04,1년 8개월,12,1명,12,12,0,0,0,0,0,"5,500","1,100","1,000","39,600","47,200
(.00)","1,540",50,"23,100"
한식,한입,한입,2018-08-03,2년 7개월,7,1명,7,4,0,0,2,0,0,"2,200","1,100",0,"35,200","38,500
(.00)","1,870",33,"18,700"
한식,미소연곰탕집,(주)전설,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"5,500","3,300","2,000","85,800","96,600
(.00)","1,760",99,"52,800"
한식,앵두그리고찜닭,(주)제이스21,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,0,"1,100",0,0,"1,100
(.00)",0,0,0
한식,마포선장,(주)가족푸드,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"22,000","5,500","5,000","127,050","159,550
(1.00)","1,650",165,"82,500"
한식,길 세이로무시,케이제이(주),가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"5,500","5,500",0,"90,200","101,200
(.00)","1,540",165,"77,000"
한식,야곱293,야곱293,가맹사업 개시 전,0년 0개월,0,1명,0,0,0,0,0,0,0,"5,500","2,200","5,000","39,050","51,750
(.00)","1,650",50,"24,750"
한식,20년전통 대구역할매집식당,할매집식당,가맹사업 개시 전,0년 0개월,0,1명,0,0,0,0,0,0,0,"4,400","1,100","1,000","63,900","70,400
(.00)","1,650",66,"33,000"
한식,큰맘할매순대국,(주)보강엔터프라이즈,2014-02-05,7년 1개월,407,23명,407,78,0,103,30,"236,761","8,635","5,500","2,200","3,000","57,530","68,230
(.00)","1,320",66,"26,400"
한식,양스부대찌개,(주)양스부대찌개,가맹사업 개시 전,0년 0개월,0,17명,0,0,0,0,0,0,0,"5,500","3,300","5,000","74,800","88,600
(.00)","1,650",99,"49,500"
한식,연남물갈비,(주)티에스케이패밀리,가맹사업 개시 전,0년 0개월,0,2명,0,0,0,0,0,0,0,"5,500","3,300","2,000","73,150","83,950
(.00)","1,650",66,"33,000"
한식,귀품찬 불백집,(주)곽푸드에프씨,2016-10-11,4년 5개월,0,0명,0,0,0,0,0,0,0,"5,500","3,300","3,000","84,480","96,280
(.00)","1,540",99,"46,200"
한식,귀품찬 국밥과 해장국,(주)곽푸드에프씨,2016-05-25,4년 10개월,0,0명,0,0,0,0,0,0,0,"5,500","3,300","3,000","84,480","96,280
(.00)","1,540",99,"46,200"
한식,월쌈,(주)엘에이치지,가맹사업 개시 전,0년 0개월,0,13명,0,0,0,0,0,0,0,"11,000","3,300","5,000","99,300","118,600
(.00)","1,980",50,"29,700"
한식,신이내린족발과보쌈,(주)상진에프앤비,가맹사업 개시 전,0년 0개월,0,4명,0,0,0,0,0,0,0,"11,000","3,300","5,000","121,220","140,520
(.00)","1,870",99,"56,100"
한식,수촌마을,수촌마을체인본부,2019-12-24,1년 3개월,0,1명,0,0,0,0,0,0,0,"8,000","3,000","10,000","129,000","150,000
(.00)","1,300",165,"65,000"
한식,호랑이 왕 돈까스,(주)더블유에스컴퍼니,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"11,000","11,000","10,000","68,130","100,130
(.00)","1,870",66,"37,400"
한식,불피우는집,(주)트리플에이컴퍼니,2020-01-09,1년 2개월,0,0명,0,0,0,0,0,0,0,"5,500","3,300","3,000","48,180","59,980
(.00)","1,833",50,"27,500"
한식,농부네김장날,(주)트리플에이컴퍼니,2020-01-09,1년 2개월,0,0명,0,0,0,0,0,0,0,"5,500","3,300","3,000","48,180","59,980
(.00)","1,833",50,"27,500"
한식,핵쏘,(주)핵가족,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"5,500","4,400","2,000","119,200","131,100
(.00)","1,980",116,"69,300"
한식,한국밥,(주)굳길,2015-03-06,6년 0개월,0,0명,0,0,0,0,0,0,0,"7,700","3,300","3,000","93,390","107,390
(.00)","1,650",99,"49,500"
한식,해운대제면소,해운대제면소(주),2018-11-01,2년 4개월,0,0명,0,0,0,0,0,0,0,"5,500","3,300","2,000","28,600","39,400
(.00)","1,100",13,"4,400"
분식,선비꼬마김밥,(주)와이엔비푸드,2017-05-05,3년 10개월,64,17명,64,22,0,0,2,"227,305","20,762","5,500","7,700","1,500","38,060","52,760
(1.00)","1,650",33,"16,500"
분식,봄날떡볶이,쿠잉에프엔씨(CooingF&C),가맹사업 개시 전,0년 0개월,0,1명,0,0,0,0,0,0,0,"5,500","2,200","2,000","37,950","47,650
(1.00)","1,650",33,"16,500"
분식,월매뜨레 멸치국수·초김밥,(주)한상차림코다리명가,가맹사업 개시 전,0년 0개월,0,3명,0,0,0,0,0,0,0,"5,500","3,300","1,000","46,200","56,000
(1.00)","1,650",40,"19,800"
분식,알떡,알찬떡볶이,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"2,200","1,100",500,"31,350","35,150
(1.00)","1,650",33,"16,500"
분식,떡슐랭,(주)윌비코퍼레이션,2019-09-01,1년 6개월,2,8명,2,2,0,0,0,0,0,"5,500","3,300",0,"44,550","53,350
(1.00)","1,650",50,"24,750"
분식,내 성격같은 떡볶이,유와이프랜드,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"3,300","2,200","1,000","40,293","46,793
(1.00)","1,650",50,"24,750"
분식,hcs,(주)해피치즈스마일,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"11,000","3,300",0,"80,960","95,260
(2.00)","2,475",66,"49,500"
분식,신난당,(주)서현리테일,가맹사업 개시 전,0년 0개월,0,6명,0,0,0,0,0,0,0,"5,500","3,300","5,000","52,800","66,600
(1.00)","1,870",33,"18,700"
분식,요맛나분식,(주)마스터아이디,가맹사업 개시 전,0년 0개월,0,11명,0,0,0,0,0,0,0,"3,300","2,200",0,"28,467","33,967
(1.00)","1,430",33,"14,300"
분식,강다짐,명랑시대외식청년창업협동조합,2020-11-10,0년 4개월,0,57명,0,0,0,0,0,0,0,"5,500","5,500","2,000","47,000","60,000
(1.00)","3,300",33,"33,000"
분식,조아라닭강정&떡볶이,(주)굿데이푸드,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"5,500","2,200","2,000","37,400","47,100
(1.00)","1,540",50,"23,100"
분식,빨칙한고양이의 믹스떡볶이,빨칙한고양이의믹스떡볶이,2020-10-26,0년 5개월,0,0명,0,0,0,0,0,0,0,"3,300","2,200",0,"35,200","40,700
(1.00)","1,320",33,"13,200"
분식,마음한줄,(주)마음에프엔씨,2020-10-06,0년 5개월,0,0명,0,0,0,0,0,0,0,"7,700","3,300","3,000","53,900","67,900
(1.00)","1,760",33,"17,600"
분식,닥치고 푸드,닥치고푸드,2020-10-08,0년 5개월,0,0명,0,0,0,0,0,0,0,"5,500","1,100","1,000","48,400","56,000
(1.00)","3,520",33,"35,200"
분식,왕돈까스&왕냉면,(주)오래오래푸드,2019-11-05,1년 4개월,1,6명,1,1,0,0,0,0,0,"6,600","2,750","3,000",0,"12,350
(.00)",0,50,0
분식,컨테이너피플,(주)고민하는사람들,가맹사업 개시 전,0년 0개월,0,3명,0,0,0,0,0,0,0,"7,700","3,300","5,000","44,550","60,550
(1.00)","1,430",50,"21,450"
분식,스쿨푸드,(주)에스에프이노베이션,2009-04-30,11년 11개월,59,252명,59,13,4,10,5,"765,455","25,317","16,500","11,000","5,000","134,800","167,300
(3.00)","1,650",99,"49,500"
분식,담쏙,(주)다옴케이,가맹사업 개시 전,0년 0개월,0,2명,0,0,0,0,0,0,0,"6,600","3,300","5,000","41,654","56,554
(1.00)","3,545",23,"24,815"
분식,수제돈까스연승,승승그룹(주),2020-10-28,0년 5개월,0,12명,0,0,0,0,0,0,0,"5,500","2,200","1,000","69,850","78,550
(1.00)","2,200",66,"44,000"
분식,김영달의 만두꽃이야기,김영달푸드,가맹사업 개시 전,0년 0개월,0,2명,0,0,0,0,0,0,0,"7,700","5,500","2,000","65,978","81,178
(1.00)","1,870",50,"28,050"
분식,상아김밥,(주)상아에프앤씨,2020-10-26,0년 5개월,0,0명,0,0,0,0,0,0,0,"11,000","5,500",0,"53,950","70,450
(1.00)","2,200",33,"22,000"
분식,팔팔분식당,다우에프앤비(주),가맹사업 개시 전,0년 0개월,0,16명,0,0,0,0,0,0,0,0,"1,650","3,000","2,200","6,850
(.00)",0,0,0
분식,신순애우동,신순애우동,가맹사업 개시 전,0년 0개월,0,2명,0,0,0,0,0,0,0,"5,500","3,300","15,000","60,500","84,300
(1.00)","1,650",66,"33,000"
분식,사담손만두,(주)제이에이치푸드시스템,2019-01-01,2년 2개월,8,7명,8,9,0,1,1,"710,285","8,237","11,000","5,500","5,000","168,721","190,221
(3.00)","1,375",231,"96,250"
분식,오늘은마떡,마약떡복이,가맹사업 개시 전,0년 0개월,0,14명,0,0,0,0,0,0,0,0,"2,200","1,000","55,300","58,500
(1.00)","2,100",33,"21,000"
분식,내가진짜떡볶이다,(주)진짜푸드,2018-03-25,3년 0개월,26,0명,26,20,0,4,1,"264,885","59,518","5,500","3,300","2,000","39,300","50,100
(1.00)","1,760",50,"26,400"
분식,6.25떡볶이,6.25떡볶이,가맹사업 개시 전,0년 0개월,0,2명,0,0,0,0,0,0,0,"3,300","2,200","1,500","37,400","44,400
(1.00)","1,650",33,"16,500"
분식,찡떡,찡떡에프앤비,가맹사업 개시 전,0년 0개월,7,0명,7,7,0,0,0,"327,332","37,056","3,300","2,200","2,000","14,300","21,800
(.00)","1,430",33,"14,300"
분식,분식제일가,(주)소디프비앤에프,가맹사업 개시 전,0년 0개월,0,200명,0,0,0,0,0,0,0,"5,500","3,300","5,000","56,760","70,560
(1.00)","1,467",50,"22,000"
분식,The 청춘키친,청춘컴퍼니,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"5,500","2,200","2,000","52,250","61,950
(1.00)","2,200",50,"33,000"
분식,불굴의떡볶이,(유)에브라임이노베이션,가맹사업 개시 전,0년 0개월,0,71명,0,0,0,0,0,0,0,"5,500","3,300","2,000","33,000","43,800
(1.00)","1,650",33,"16,500"
분식,오붕떡볶이,(주)왕순이,2020-09-01,0년 6개월,0,6명,0,0,0,0,0,0,0,"3,300","2,200",0,"37,500","43,000
(1.00)","1,800",33,"18,000"
분식,응급실국물떡볶이,(주)금해코리아,2014-12-13,6년 3개월,221,0명,221,121,0,4,12,"289,120","23,316","5,500","5,500","3,000","39,270","53,270
(1.00)","1,650",33,"16,500"
분식,카레로(路),(주)와이더잇,가맹사업 개시 전,0년 0개월,0,3명,0,0,0,0,0,0,0,"5,500","3,300","3,000","40,150","51,950
(1.00)","1,650",33,"16,500"
분식,지단분식,(주)지누코,가맹사업 개시 전,0년 0개월,0,9명,0,0,0,0,0,0,0,"3,300","1,100","2,000","46,200","52,600
(1.00)","1,650",46,"23,100"
분식,칠성떡볶이,(주)에쓰와이프랜차이즈,2020-11-01,0년 4개월,0,44명,0,0,0,0,0,0,0,"5,500","3,300","1,000","31,372","41,172
(1.00)","1,100",33,"11,000"
분식,평화면옥,(주)쉐프마인드,가맹사업 개시 전,0년 0개월,0,5명,0,0,0,0,0,0,0,"7,700","3,300","3,000","56,100","70,100
(1.00)","1,650",50,"24,750"
분식,꽈르띠에,(주)한빛,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"5,500","2,200","2,000","32,300","42,000
(1.00)","1,650",16,"8,250"
분식,임떡,임떡,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"3,300","2,200","2,000","23,330","30,830
(.00)",655,66,"13,100"
분식,악동통큰떡볶이,악동통큰떡볶이(주),가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"5,500","3,300","1,000","61,050","70,850
(1.00)","2,127",50,"31,900"
분식,킹콩떡볶이,이심전심(주),2013-06-17,7년 9개월,42,9명,42,15,6,16,1,"105,384","9,330","5,500","3,300","3,000","43,150","54,950
(1.00)","1,760",33,"17,600"
분식,그래도고기,(주)와이더잇,가맹사업 개시 전,0년 0개월,0,5명,0,0,0,0,0,0,0,"5,500","3,300","3,000","43,880","55,680
(1.00)","1,650",33,"16,500"
분식,중독떡볶이,(주)와이더잇,가맹사업 개시 전,0년 0개월,0,5명,0,0,0,0,0,0,0,"3,300","2,200","3,000","30,800","39,300
(1.00)","1,430",33,"14,300"
분식,꽈백최선생,(주)최선생,가맹사업 개시 전,0년 0개월,0,0명,0,0,0,0,0,0,0,"4,400","3,300","3,000","44,800","55,500
(1.00)","2,200",33,"22,000"
분식,한신우동,한신우동,2020-06-19,0년 9개월,0,0명,0,0,0,0,0,0,0,"3,300","2,200","1,000","10,500","17,000
(.00)",330,33,"3,300"
분식,잇또라멘,(주)와이더잇,2018-03-01,3년 0개월,33,8명,33,21,0,10,0,"121,601","8,732","5,500","3,300","3,000","40,150","51,950
(1.00)","1,650",33,"16,500"
분식,90년생 언니네 떡볶이,(주)미트더석세스,가맹사업 개시 전,0년 0개월,0,17명,0,0,0,0,0,0,0,"5,500","2,200","2,000","58,080","67,780
(1.00)","1,650",66,"33,000"
