상호,영업표지,대표자,업종,법인설립등기일,사업자등록일,대표번호,대표팩스 번호,등록번호,최초등록일,최종등록일,주소,사업자유형,법인등록번호,사업자등록번호,2020년 자산,2020년 부채,2020년 자본,2020년 매출액,2020년 영업이익,2020년 당기순이익,2019년 자산,2019년 부채,2019년 자본,2019년 매출액,2019년 영업이익,2019년 당기순이익,2018년 자산,2018년 부채,2018년 자본,2018년 매출액,2018년 영업이익,2018년 당기순이익,브랜드 수,가맹사업 계열사 수,가맹사업 개시일,2020년 신규개점,2020년 계약종료,2020년 계약해지,2020년 명의변경,2019년 신규개점,2019년 계약종료,2019년 계약해지,2019년 명의변경,2018년 신규개점,2018년 계약종료,2018년 계약해지,2018년 명의변경,"가맹지역본부(지사,지역총판)수",형태,예치 가맹금,공정거래위원회의 시정조치,민사소송 패소 및 민사상 화해,형의 선고,가입비(가맹비),교육비,보증금,기타비용,합계,단위면적(3.3㎡)당 인테리어 비용,기준점포면적(㎡),인테리어 비용,최초 계약기간,연장 계약기간
(주)더블유스타일,WSTYLE BAGLE,우경수,제과제빵,2019.06.25,2019.07.17,02  -  263  -  0435,031  -  264  -  0435,20210649,2021.03.09,2021.03.09,우 : 16802 경기도 용인시 수지구 동천로 305 4층(동천동),법인,134511  -  0400090,496  -  88  -  01509,0,0,0,0,0,0,"511,894","391,284","120,610","372,287","33,287","20,610", , , , , , ,3,0,2021년 시작 예정입니다.,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"39,000",0,0,0,"11,000","22,000","6,000","235,950","274,950","2,750 ",99 ,"82,500 ",2,1
상호,영업표지,대표자,업종,법인설립등기일,사업자등록일,대표번호,대표팩스 번호,등록번호,최초등록일,최종등록일,주소,사업자유형,법인등록번호,사업자등록번호,2020년 자산,2020년 부채,2020년 자본,2020년 매출액,2020년 영업이익,2020년 당기순이익,2019년 자산,2019년 부채,2019년 자본,2019년 매출액,2019년 영업이익,2019년 당기순이익,2018년 자산,2018년 부채,2018년 자본,2018년 매출액,2018년 영업이익,2018년 당기순이익,브랜드 수,가맹사업 계열사 수,가맹사업 개시일,2020년 신규개점,2020년 계약종료,2020년 계약해지,2020년 명의변경,2019년 신규개점,2019년 계약종료,2019년 계약해지,2019년 명의변경,2018년 신규개점,2018년 계약종료,2018년 계약해지,2018년 명의변경,"가맹지역본부(지사,지역총판)수",형태,예치 가맹금,공정거래위원회의 시정조치,민사소송 패소 및 민사상 화해,형의 선고,가입비(가맹비),교육비,보증금,기타비용,합계,단위면적(3.3㎡)당 인테리어 비용,기준점포면적(㎡),인테리어 비용,최초 계약기간,연장 계약기간
에스씨(sc)푸드,뚝딱짜글이,최영광,한식,..,2020.11.30,02  -  498  -  3340,  -    -  ,20210668,2021.03.09,2021.03.09,우 : 05015 서울특별시 광진구 능동로13길 69 2층(화양동),개인,  -  ,292  -  16  -  01690,0,0,0,0,0,0, , , , , , , , , , , , ,1,0,2020  -  11  -  30,0,0,0,0,0,0,0,0,0,0,0,0,0  개,예치제,"5,500",0,0,0,"5,500",0,0,"15,400","20,900","1,100 ",17 ,"5,500 ",3,2
상호,영업표지,대표자,업종,법인설립등기일,사업자등록일,대표번호,대표팩스 번호,등록번호,최초등록일,최종등록일,주소,사업자유형,법인등록번호,사업자등록번호,2020년 자산,2020년 부채,2020년 자본,2020년 매출액,2020년 영업이익,2020년 당기순이익,2019년 자산,2019년 부채,2019년 자본,2019년 매출액,2019년 영업이익,2019년 당기순이익,2018년 자산,2018년 부채,2018년 자본,2018년 매출액,2018년 영업이익,2018년 당기순이익,브랜드 수,가맹사업 계열사 수,가맹사업 개시일,2020년 신규개점,2020년 계약종료,2020년 계약해지,2020년 명의변경,2019년 신규개점,2019년 계약종료,2019년 계약해지,2019년 명의변경,2018년 신규개점,2018년 계약종료,2018년 계약해지,2018년 명의변경,"가맹지역본부(지사,지역총판)수",형태,예치 가맹금,공정거래위원회의 시정조치,민사소송 패소 및 민사상 화해,형의 선고,가입비(가맹비),교육비,보증금,기타비용,합계,단위면적(3.3㎡)당 인테리어 비용,기준점포면적(㎡),인테리어 비용,최초 계약기간,연장 계약기간
(주)주앤파트너스,강민주의 들밥,강민주,한식,2020.03.16,2020.03.30,031  -  336  -  9926,031  -  336  -  9927,20210646,2021.03.09,2021.03.09,우 : 17039 경기도 용인시 처인구 양지면 한터로 250 -,법인,134411  -  0093441,456  -  81  -  01730,0,0,0,0,0,0, , , , , , , , , , , , ,1,0,2020  -  04  -  29,1,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"14,000",0,0,0,"6,600","4,400","3,000","182,050","196,050","1,980 ",165 ,"99,000 ",2,1
상호,영업표지,대표자,업종,법인설립등기일,사업자등록일,대표번호,대표팩스 번호,등록번호,최초등록일,최종등록일,주소,사업자유형,법인등록번호,사업자등록번호,2020년 자산,2020년 부채,2020년 자본,2020년 매출액,2020년 영업이익,2020년 당기순이익,2019년 자산,2019년 부채,2019년 자본,2019년 매출액,2019년 영업이익,2019년 당기순이익,2018년 자산,2018년 부채,2018년 자본,2018년 매출액,2018년 영업이익,2018년 당기순이익,브랜드 수,가맹사업 계열사 수,가맹사업 개시일,2020년 신규개점,2020년 계약종료,2020년 계약해지,2020년 명의변경,2019년 신규개점,2019년 계약종료,2019년 계약해지,2019년 명의변경,2018년 신규개점,2018년 계약종료,2018년 계약해지,2018년 명의변경,"가맹지역본부(지사,지역총판)수",형태,예치 가맹금,공정거래위원회의 시정조치,민사소송 패소 및 민사상 화해,형의 선고,가입비(가맹비),교육비,보증금,기타비용,합계,단위면적(3.3㎡)당 인테리어 비용,기준점포면적(㎡),인테리어 비용,최초 계약기간,연장 계약기간
아싸라비야매운떡볶이,아싸라비야 매운떡볶이,연인옥,분식,..,2012.12.17,042  -  285  -  1031,00  -  0000  -  0000,20200824,2020.07.07,2021.03.09,우 : 34897 대전광역시 중구 유천로 102 1층(유천동),개인,  -  ,305  -  31  -  70929, , , , , , ,0,0,0,"84,056",0,0,0,0,0,"67,857",0,0,1,0,2020  -  11  -  27,0,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"4,400",0,0,0,"1,100","3,300",0,"56,100","60,500","1,320 ",50 ,"19,800 ",3,1
상호,영업표지,대표자,업종,법인설립등기일,사업자등록일,대표번호,대표팩스 번호,등록번호,최초등록일,최종등록일,주소,사업자유형,법인등록번호,사업자등록번호,2020년 자산,2020년 부채,2020년 자본,2020년 매출액,2020년 영업이익,2020년 당기순이익,2019년 자산,2019년 부채,2019년 자본,2019년 매출액,2019년 영업이익,2019년 당기순이익,2018년 자산,2018년 부채,2018년 자본,2018년 매출액,2018년 영업이익,2018년 당기순이익,브랜드 수,가맹사업 계열사 수,가맹사업 개시일,2020년 신규개점,2020년 계약종료,2020년 계약해지,2020년 명의변경,2019년 신규개점,2019년 계약종료,2019년 계약해지,2019년 명의변경,2018년 신규개점,2018년 계약종료,2018년 계약해지,2018년 명의변경,"가맹지역본부(지사,지역총판)수",형태,예치 가맹금,공정거래위원회의 시정조치,민사소송 패소 및 민사상 화해,형의 선고,가입비(가맹비),교육비,보증금,기타비용,합계,단위면적(3.3㎡)당 인테리어 비용,기준점포면적(㎡),인테리어 비용,최초 계약기간,연장 계약기간
(주)쌔미푸드,카페쌔미(CAFE SAMMIE),"윤서영, 고순환",기타 외식,2020.10.06,2020.10.19,02  -  6376  -  5090,02  -  6499  -  0502,20210645,2021.03.09,2021.03.09,"우 : 17006 경기도 용인시 기흥구 동백중앙로 191 8층 에이8170호(중동, 씨티프라자)",법인,134511  -  0479946,879  -  88  -  01887,"28,153","34,904","-6,751","14,218","-16,752","-16,750", , , , , , , , , , , , ,1,0,2020  -  12  -  23,1,0,0,0,0,0,0,0,0,0,0,0,0  개,보험,"24,300",0,0,0,"12,100","2,200","10,000","90,100","114,400","2,200 ",50 ,"33,000 ",2,1
